Date,Confirmed,Deaths,Recovered,Active,New Cases,Deaths / 100 Cases,Recovered / 100 Cases,Deaths / 100 Recovered,No. of Countries
2021-05-10,158956710,3416628,95000511,60539571,621838,2.15,59.77,3.6,192
2021-05-11,159695368,3430863,95751515,60512990,738675,2.15,59.96,3.58,192
2021-05-12,160455528,3444714,96399064,60611750,760160,2.15,60.08,3.57,192
2021-05-13,161180899,3458398,97089181,60633320,725371,2.15,60.24,3.56,192
2021-05-14,161898873,3471465,97754528,60672880,717974,2.14,60.38,3.55,192
2021-05-15,162526795,3483673,98397065,60646057,627922,2.14,60.54,3.54,192
2021-05-16,163075230,3493903,99064469,60516858,548435,2.14,60.75,3.53,192
2021-05-17,163615284,3505099,99808931,60301254,540054,2.14,61.0,3.51,192
2021-05-18,164237839,3519298,100552044,60166497,624917,2.14,61.22,3.5,193
2021-05-19,164909681,3532866,101250071,60126744,671842,2.14,61.4,3.49,193
2021-05-20,165189643,3545922,101886760,59756961,628629,2.15,61.68,3.48,193
2021-05-21,165815461,3558933,102501548,59754980,625818,2.15,61.82,3.47,193
2021-05-22,166393650,3570460,103118309,59704881,578189,2.15,61.97,3.46,193
2021-05-23,166870060,3580215,103620280,59669565,476410,2.15,62.1,3.46,193
2021-05-24,167324549,3589270,104247872,59487407,454489,2.15,62.3,3.44,193
2021-05-25,167856783,3602457,104824935,59429391,532234,2.15,62.45,3.44,193
2021-05-26,168425525,3615195,105380748,59429582,568742,2.15,62.57,3.43,193
2021-05-27,168980229,3628252,106078106,59273871,554704,2.15,62.78,3.42,193
2021-05-28,169480496,3640215,106633069,59207212,500267,2.15,62.92,3.41,193
2021-05-29,169961717,3650964,107140669,59170084,481221,2.15,63.04,3.41,193
2021-05-30,170353101,3659255,107630598,59063248,391384,2.15,63.18,3.4,193
2021-05-31,170731978,3667969,108159767,58904242,378877,2.15,63.35,3.39,193
2021-06-01,171195775,3683314,108743650,58768811,463797,2.15,63.52,3.39,193
2021-06-02,171681500,3695133,109272024,58714343,485725,2.15,63.65,3.38,193
2021-06-03,172170725,3705049,109701214,58764462,489225,2.15,63.72,3.38,193
2021-06-04,172590480,3716013,110226716,58647751,419755,2.15,63.87,3.37,193
2021-06-05,172988733,3725180,110704846,58558707,398253,2.15,64.0,3.36,193
2021-06-06,173311406,3732398,111146372,58432636,322673,2.15,64.13,3.36,193
2021-06-07,173632681,3740474,111568369,58323838,321275,2.15,64.26,3.35,193
2021-06-08,173999551,3750854,111983105,58265592,366870,2.16,64.36,3.35,193
2021-06-09,174419028,3761317,112435800,58221911,419477,2.16,64.46,3.35,193
2021-06-10,174868561,3777328,112849489,58241744,449533,2.16,64.53,3.35,193
2021-06-11,175289801,3789259,113225021,58275521,421240,2.16,64.59,3.35,193
2021-06-12,175661655,3799029,113563995,58298631,371854,2.16,64.65,3.35,193
2021-06-13,175964568,3808296,113993656,58162616,302913,2.16,64.78,3.34,193
2021-06-14,176273054,3816176,114340430,58116448,308486,2.16,64.87,3.34,193
2021-06-15,176644649,3826743,114800575,58017331,371595,2.17,64.99,3.33,193
2021-06-16,177043180,3837089,115149802,58056289,398531,2.17,65.04,3.33,193
2021-06-17,177435675,3846353,115530280,58059042,392495,2.17,65.11,3.33,193
2021-06-18,177841653,3855568,115849843,58136242,405978,2.17,65.14,3.33,193
2021-06-19,178189033,3863639,116181693,58143701,347380,2.17,65.2,3.33,194
2021-06-20,178489348,3870280,116446787,58172281,300315,2.17,65.24,3.32,194
2021-06-21,178786719,3877362,116804005,58105352,297371,2.17,65.33,3.32,194
2021-06-22,179158923,3886300,117107409,58165214,372204,2.17,65.37,3.32,194
2021-06-23,179596069,3895828,117507152,58193089,437146,2.17,65.43,3.32,194
2021-06-24,179999905,3904439,117796863,58298603,403836,2.17,65.44,3.31,194
2021-06-25,180421668,3913653,118125510,58382505,421763,2.17,65.47,3.31,194
2021-06-26,180784519,3921116,118420069,58443334,362851,2.17,65.5,3.31,194
2021-06-27,181094457,3927155,118678808,58488494,309938,2.17,65.53,3.31,194
2021-06-28,181426277,3933801,119006264,58486212,331820,2.17,65.59,3.31,194
2021-06-29,181810497,3941917,119299680,58568900,384220,2.17,65.62,3.3,194
2021-06-30,182204360,3951091,119580621,58672648,393886,2.17,65.63,3.3,194
2021-07-01,182645007,3959788,120008477,58676742,440647,2.17,65.71,3.3,194
2021-07-02,183085047,3968031,120299519,58817497,440040,2.17,65.71,3.3,194
2021-07-03,183460170,3974870,120569294,58916006,375123,2.17,65.72,3.3,194
2021-07-04,183787065,3981436,120868182,58937447,326895,2.17,65.77,3.29,194
2021-07-05,184158810,3988900,121235175,58934735,371745,2.17,65.83,3.29,194
2021-07-06,184612638,3997467,121563018,59052153,453828,2.17,65.85,3.29,194
2021-07-07,185076494,4006029,121831181,59239284,463856,2.16,65.83,3.29,194
2021-07-08,185558038,4014877,122123832,59419329,481544,2.16,65.81,3.29,194
2021-07-09,186066221,4023319,122462950,59579952,508183,2.16,65.82,3.29,194
2021-07-10,186492674,4029920,122907154,59555600,426453,2.16,65.9,3.28,194
2021-07-11,186857020,4037369,123197640,59622011,364346,2.16,65.93,3.28,194
2021-07-12,187297411,4045605,123499876,59751930,440391,2.16,65.94,3.28,194
2021-07-13,187816334,4053875,123783323,59979136,518923,2.16,65.91,3.27,194
2021-07-14,188357728,4062585,124113064,60182079,541394,2.16,65.89,3.27,194
2021-07-15,188928280,4071033,124394120,60463127,570552,2.15,65.84,3.27,194
2021-07-16,189527121,4079741,124784825,60662555,598841,2.15,65.84,3.27,194
2021-07-17,190000855,4086793,125065614,60848448,473734,2.15,65.82,3.27,194
2021-07-18,190423433,4093800,125382097,60947536,422578,2.15,65.84,3.27,194
2021-07-19,190923137,4101047,125688818,61133272,499704,2.15,65.83,3.26,194
2021-07-20,191455176,4121790,126008998,61324388,532039,2.15,65.82,3.27,194
2021-07-21,192014923,4130439,126315581,61568903,559747,2.15,65.78,3.27,194
2021-07-22,192580246,4139250,126671709,61769287,565323,2.15,65.78,3.27,194
2021-07-23,193269177,4146986,126918099,62204092,688931,2.15,65.67,3.27,194
2021-07-24,193743056,4156198,127435325,62151533,533255,2.15,65.78,3.26,194
2021-07-25,194178372,4163450,127762742,62252180,435316,2.14,65.8,3.26,194
2021-07-26,194720787,4171304,128063203,62486280,542415,2.14,65.77,3.26,194
2021-07-27,195334304,4181176,128409042,62744086,613517,2.14,65.74,3.26,194
2021-07-28,195968310,4190839,128745705,63031766,634006,2.14,65.7,3.26,194
2021-07-29,196629540,4202248,129094093,63333199,666140,2.14,65.65,3.26,194
2021-07-30,197366135,4211758,129401284,63753093,736595,2.13,65.56,3.25,194
2021-07-31,197874812,4220611,129705213,63948988,508677,2.13,65.55,3.25,194
